DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S01010782,Wick North - 01,S02002028,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010783,Wick North - 02,S02002028,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010784,Wick North - 03,S02002028,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010785,Wick North - 04,S02002028,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010786,Wick North - 05,S02002028,Wick North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010787,Caithness North East - 01,S02002029,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010788,Caithness North East - 02,S02002029,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010789,Caithness North East - 03,S02002029,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010790,Caithness North East - 04,S02002029,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010791,Caithness North East - 05,S02002029,Caithness North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010792,Caithness North West - 01,S02002030,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010793,Caithness North West - 02,S02002030,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010794,Caithness North West - 03,S02002030,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010795,Caithness North West - 04,S02002030,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010796,Caithness North West - 05,S02002030,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010797,Caithness North West - 06,S02002030,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010798,Caithness North West - 07,S02002030,Caithness North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010799,Thurso East - 01,S02002031,Thurso East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010800,Thurso East - 02,S02002031,Thurso East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010801,Thurso East - 03,S02002031,Thurso East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010802,Thurso East - 04,S02002031,Thurso East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010803,Thurso West - 01,S02002032,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010804,Thurso West - 02,S02002032,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010805,Thurso West - 03,S02002032,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010806,Thurso West - 04,S02002032,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010807,Thurso West - 05,S02002032,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010808,Thurso West - 06,S02002032,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010809,Thurso West - 07,S02002032,Thurso West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010810,Sutherland North and West - 01,S02002033,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010811,Sutherland North and West - 02,S02002033,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010812,Sutherland North and West - 03,S02002033,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010813,Sutherland North and West - 04,S02002033,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010814,Sutherland North and West - 05,S02002033,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01010815,Sutherland North and West - 06,S02002033,Sutherland North and West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
